id,code,AggIndex,SMILES,color_in_powder,molecular_weight,absorption,emission_sol,emission_solid,emission_aggr,emission_crys,qy_sol,qy_solid,qy_aggr,qy_crys,tau_sol,tau_solid,tau_aggr,tau_crys,features_id,mechanism_id,photostability,solubility_carbohyd,solubility_dmsodmf,solubility_enol,solubility_halogen,solubility_mecnacetone,solubility_thfea,solubility_toluene,solubility_water,molar_aggr,molar_crys,molar_sol,molar_solid,thermostability,application1,application2,application3,application4,pka,comment,tested_solvent
60,p-TPE-RNS,60,CCN(CC)c1cc2c(C3(N(NC(Nc4ccccc4)=S)C(c5ccc(c6ccc(/C(c7ccccc7)=C(c8ccccc8)/c9ccccc9)cc6)cc53)=O)c%10ccc(N(CC)CC)cc%10O2)cc1,white,921,315,NULL,480,480,NULL,NULL,0.152,NULL,NULL,NULL,NULL,NULL,NULL,AIE,TICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61,m-TPE-RNS,61,CCN(CC)c1cc2c(C3(N(NC(Nc4ccccc4)=S)C(c5cc(c6ccc(/C(c7ccccc7)=C(c8ccccc8)/c9ccccc9)cc6)ccc53)=O)c%10ccc(N(CC)CC)cc%10O2)cc1,white,921,355,NULL,485,485,NULL,NULL,0.041,NULL,NULL,NULL,NULL,NULL,NULL,AIE,TICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
62,,62,COc1ccc(/C(c2ccc(OC)cc2)=C(c3ccc(c4ccncc4)cc35)\c6c5cccc6)cc1,green,467,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,TICT,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
63,,63,COc1ccc2c(c3c(/C2=C(c4ccc(c5ccncc5)cc4)/c6ccccc6)ccc(OC)c3)c1,yellow,467,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ICT,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
64,BMO,64,O=C1OC(C)=N/C1=C\c2ccccc2,yellow,187.198,329,462,506,NULL,NULL,NULL,0.037,NULL,NULL,NULL,0.82,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
65,BMO-PH,65,O=C1OC(C)=N/C1=C\c2ccc(c3ccccc3)cc2,yellow,263.296,354,432,527,NULL,NULL,NULL,0.23,NULL,NULL,NULL,0.56,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
66,BMO-PF,66,O=C1OC(C)=N/C1=C\c2cc3c(c4ccccc4C3)cc2,yellow,275.309,370,444,548,NULL,NULL,NULL,0.22,NULL,NULL,NULL,0.79,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
67,BMO-PM,67,O=C1OC(C)=N/C1=C\c2ccc(c3ccc(OC)cc3)cc2,yellow,293.322,373,478,542,NULL,NULL,NULL,0.185,NULL,NULL,NULL,0.58,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
68,BMO-PC,68,O=C1OC(C)=N/C1=C\c2ccc(c3ccc(C#N)cc3)cc2,yellow,288.306,354,442,524,NULL,NULL,NULL,0.129,NULL,NULL,NULL,0.57,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
69,TPE-BMO,69,O=C1OC(C)=N/C1=C\c2ccc(c3ccc(/C(c4ccccc4)=C(c5ccccc5)/c6ccccc6)cc3)cc2,yellow,517.628,377,530,540,504,NULL,NULL,0.24,NULL,NULL,NULL,0.76,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
70,TPA-BMO,70,O=C1OC(C)=N/C1=C\c2ccc(c3ccc(N(c4ccccc4)c5ccccc5)cc3)cc2,red,430.507,410,591,635,578,NULL,NULL,0.19,NULL,NULL,NULL,1.78,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
71,DM-TPE-DMO,71,O=C1OC(C)=N/C1=C\c2ccc(c3ccc(/C(c4ccccc4)=C(c5ccc(OC)cc5)/c6ccc(OC)cc6)cc3)cc2,yellow,577.68,388,592,550,555,NULL,NULL,0.59,NULL,NULL,NULL,0.88,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
72,TPE-PA,72,O=Cc1ccc(c2ccc(/C(c3ccccc3)=C(c4ccccc4)/c5ccccc5)cc2)cc1,yellow,436.554,338,NULL,480,488,NULL,NULL,0.41,NULL,NULL,NULL,0.57,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
73,DM-TPE-PA,73,O=Cc1ccc(c2ccc(/C(c3ccccc3)=C(c4ccc(OC)cc4)/c5ccc(OC)cc5)cc2)cc1,yellow,496.606,350,NULL,503,524,NULL,NULL,0.68,NULL,NULL,NULL,0.72,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
74,Naph-BMO,74,O=C1OC(C)=N/C1=C\c2ccc(c3ccc(OC)c4ccccc43)cc2,yellow,343.382,368,NULL,560,519,NULL,NULL,0.39,NULL,NULL,NULL,0.96,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
75,Naph-PA,75,COc1ccc(c2ccc(C=O)cc2)c3ccccc31,white,262.308,326,436,427,449,NULL,NULL,0.15,NULL,NULL,NULL,0.14,NULL,NULL,AIE,ICT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
76,TPA-BI,76,O=C1N(CCC)C(C)=N/C1=C\c2ccc(c3ccc(N(c4ccccc4)c5ccccc5)cc3)cc2,orange,471.604,410,610,NULL,570,NULL,NULL,0.22,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ICT,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
77,IQ-DPA,77,CCC[n+]1c(c2ccccc2)c(c3ccccc3)c(cc(N(c4ccccc4)c5ccccc5)cc6)c6c1.F[B-](F)(F)F,yellow,578.4616,406,573,530,590,NULL,NULL,0.57,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ICT,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
78,IQ-Naph,78,COc1c2ccccc2c(c3ccc4c[n+](CCC)c(c5ccccc5)c(c6ccccc6)c4c3)cc1.F[B-](F)(F)F,yellow,567.4346,395,573,474,560,NULL,NULL,0.59,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ICT,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
79,IQ-TPA,79,F[B-](F)(F)F.CCC[n+]1c(c2ccccc2)c(c3ccccc3)c(cc(c4ccc(N(c5ccccc5)c6ccccc6)cc4)cc7)c7c1,orange,654.5596,450,630,560,630,NULL,NULL,0.19,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ICT,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
80,IQ-TPA-Oley,80,F[B-](F)(F)F.CCCCCCCC/C=C\CCCCCCCC[n+]1c(c2ccccc2)c(c3ccccc3)c(cc(c4ccc(N(c5ccccc5)c6ccccc6)cc4)cc7)c7c1,orange,862.9486,450,630,600,600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ICT,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
81,IQ-DMA,81,F[B-](F)(F)F.CCC[n+]1c(c2ccccc2)c(c3ccccc3)c(cc(N(C)C)cc4)c4c1,yellow,454.3196,396,472,507,NULL,NULL,NULL,0.1,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ICT,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
82,IQ-DPA-MePh,82,CCC[n+]1c(c2ccccc2)c(C)c(cc(N(c3ccccc3)c4ccccc4)cc5)c5c1.F[B-](F)(F)F,yellow,516.3906,400,559,520,576,NULL,NULL,0.033,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ICT,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
83,IQ-DPA-Naph,83,F[B-](F)(F)F.CCC[n+]1c(c2c3ccccc3ccc2)c(c4cccc5ccccc45)c(cc(N(C6=CC=CC=C6)C7=CC=CC=C7)cc8)c8c1,yellow,678.5816,409,573,520,589,NULL,NULL,0.25,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ICT,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
84,IQ-DPA-Ph,84,FB(F)F.N(c1ccccc1)(c2ccccc2)c3ccc4c[n+](c5ccccc5)c(c6ccccc6)c(c7ccccc7)c4c3.[F-],yellow,612.4786,414,580,594,594,NULL,NULL,0.9,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ICT,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
85,IQ-DPA-C6,85,CCCCCC[n+]1c(c2ccccc2)c(c3ccccc3)c(cc(N(c4ccccc4)c5ccccc5)cc6)c6c1.FB(F)F.[F-],yellow,620.5426,406,530,530,NULL,NULL,NULL,0.28,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ICT,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
86,IQ-DPA-C10,86,CCCCCCCCCC[n+]1c(c2ccccc2)c(c3ccccc3)c(cc(N(c4ccccc4)c5ccccc5)cc6)c6c1.FB(F)F.[F-],yellow,676.6506,406,560,530,NULL,NULL,NULL,0.22,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ICT,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
87,AIE-SRS-Mito,87,CC[n+]1ccc(c2ccc(/C(C#N)=C/c3ccc(C#Cc4ccccc4)cc3)cc2)cc1.F[P-](F)(F)(F)(F)F,yellow,556.4922,378,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ICT,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
88,TA-DTPE,88,CCN(CC)c1ccc(/C(c2ccc(N(CC)CC)cc2)=C(c3ccc(C#CC#CC#CC#Cc4ccc(/C(c5ccccc5)=C(c6ccc(N(CC)CC)cc6)/c7ccc(N(CC)CC)cc7)cc4)cc3)/c8ccccc8)cc1,red,1043,475,NULL,630,NULL,NULL,NULL,0.05,NULL,NULL,NULL,NULL,NULL,NULL,AIE,TICT,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
89,TP-TPDI-1,89,O=C(c1ccc(c2ccc(C(N(CC(CCCC)CC)C3=O)=O)c4c3ccc5c24)c6c5c(c7ccc(/C(c8ccc(c9cc(C(N(CC(CCCC)CC)C%10=O)=O)c%11c%10ccc%12c%11c9c%13c%14c%12ccc(C(N(CC(CCCC)CC)C%15=O)=O)c%14c%15cc%13)cc8)=C/c%16ccc(c%17cc%18c%19c(C(N(CC(CC)CCCC)C%18=O)=O)ccc%20c%19c%17c%21ccc(C(N(CC(CC)CCCC)C%22=O)=O)c%23c%22ccc%20c%21%23)cc%16)cc7)cc%24c61)N(CC(CCCC)CC)C%24=O,red,2094,545,660,680,NULL,NULL,NULL,0.3,NULL,NULL,NULL,NULL,NULL,NULL,AIE,neutral aromatic,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
90,TP-TPDI-2,90,O=C(c1ccc(c2ccc(C(N(CC(CCCCCCCC)CCCCCC)C3=O)=O)c4c3ccc5c24)c6c5c(c7ccc(/C(c8ccc(c9cc(C(N(CC(CCCCCC)CCCCCCCC)C%10=O)=O)c%11c%10ccc%12c%11c9c%13c%14c%12ccc(C(N(CC(CCCCCCCC)CCCCCC)C%15=O)=O)c%14c%15cc%13)cc8)=C/c%16ccc(c%17cc%18c%19c(C(N(CC(CCCCCCCC)CCCCCC)C%18=O)=O)ccc%20c%19c%17c%21ccc(C(N(CC(CCCCCCCC)CCCCCC)C%22=O)=O)c%23c%22ccc%20c%21%23)cc%16)cc7)cc%24c61)N(CC(CCCCCCCC)CCCCCC)C%24=O,red,2767,545,660,680,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,neutral aromatic,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
91,,91,O=C(c1ccc(c2ccc(/C(c3ccc(c4c5cccc6c5c(C(N(CCCCCC)C6=O)=O)cc4)cc3)=C/c7ccc(c8c9cccc%10c9c(C(N(CCCCCC)C%10=O)=O)cc8)cc7)cc2)c%11cccc%12c%111)N(CCCCCC)C%12=O,yellow,1094,375,500,530,500,NULL,NULL,0.3,NULL,NULL,NULL,NULL,NULL,NULL,AIE,neutral aromatic,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
92,,92,c1(/C(c2ccccc2)=C(c3ccc(C4=CC=C(c5ccc(/C(c6ccccc6)=C(c7ccccc7)\c8ccccc8)cc5)O4)cc3)/c9ccccc9)ccccc1,NULL,NULL,370,NULL,520,490,NULL,NULL,0.5,NULL,NULL,NULL,NULL,NULL,NULL,AIE,neutral aromatic,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
93,,93,c1(/C(c2ccccc2)=C(c3ccc(C4=CC=C(c5ccc(/C(c6ccccc6)=C(c7ccccc7)\c8ccccc8)cc5)S4)cc3)/c9ccccc9)ccccc1,NULL,NULL,370,NULL,520,490,NULL,NULL,0.18,NULL,NULL,NULL,NULL,NULL,NULL,AIE,neutral aromatic,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94,,94,O=C(OC1=C(I)C=C(I)C=C1I)c2ccc(/C(c3ccccc3)=C(c4ccccc4)/c5ccccc5)cc2,NULL,NULL,370,NULL,470,470,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,neutral aromatic,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
95,,95,O=C(c1cccc2c(c3ccc(/C=C(c4ccc(OC)cc4)/c5ccc(OC)cc5)cc3)ccc6c21)N(CCCCn7nc[n+](Cc8ccc(F)cc8F)c7)C6=O,NULL,NULL,385,NULL,570,570,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ICT,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
96,,96,O=C(c1cccc2c(N(c3ccccc3)c4ccc(/C(c5ccccc5)=C(c6ccccc6)/c7ccccc7)cc4)ccc8c21)N(CCCCCC)C8=O,NULL,NULL,465,NULL,585,585,NULL,NULL,0.2,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ICT,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
97,,97,O=C(c1cccc2c(N(c3ccccc3)c4ccc(/C(c5ccccc5)=C(c6ccccc6)/c7ccccc7)cc4)ccc8c21)N(CCCCCCN=[N+]=[N-])C8=O,NULL,NULL,465,NULL,585,585,NULL,NULL,0.2,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ICT,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
98,,98,O=C(c1cc(c2ccc(/C=C(c3ccccc3)/c4ccccc4)cc2)c(c5ccc(C(N(CC(CC)CCCC)C6=O)=O)c7c6ccc8c57)c9c8ccc%10c91)N(CC(CC)CCCC)C%10=O,red,868,545,650,675,NULL,NULL,NULL,0.11,NULL,NULL,NULL,NULL,NULL,NULL,AIE,neutral aromatic,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
99,,99,c%11ccc(/C(=C(c1ccccc1)\c9ccc(c8cc(CN4Cc2cccc[n+]2[Zn][n+]3ccccc3C4)cc(CN7Cc5cccc[n+]5[Zn][n+]6ccccc6C7)c8)cc9)c%10ccccc%10)cc%11,blue,961.84,325,NULL,NULL,478,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,neutral aromatic,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,,100,c12nc(c3ccccc3)c(c4ccccc4)nc1c(c5ccc(/C(c6ccccc6)=C(c7ccccc7)/c8ccccc8)cc5)sc2c9ccc(/C(c%10ccccc%10)=C(c%11ccccc%11)/c%12ccccc%12)cc9,red,917.1,492,670,NULL,NULL,NULL,NULL,0.14,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ICT,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
101,,101,c12nc(c3ccc(/C(c4ccccc4)=C(c5ccccc5)/c6ccccc6)cc3)c(c7ccc(/C(c8ccccc8)=C(c9ccccc9)\c%10ccccc%10)cc7)nc1c(c%11ccc(/C(c%12ccccc%12)=C(c%13ccccc%13)/c%14ccccc%14)cc%11)sc2c%15ccc(/C(c%16ccccc%16)=C(c%17ccccc%17)/c%18ccccc%18)cc%15,red,1069.3,512,674,NULL,NULL,NULL,NULL,0.1,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ICT,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
102,,102,COc1ccc(/C(c2ccc(OC)cc2)=C(c3ccccc3)/c4ccc(c5sc(c6ccc(/C(c7ccccc7)=C(c8ccc(OC)cc8)/c9ccc(OC)cc9)cc6)c%10nc(c%11ccccc%11)c(c%12ccccc%12)nc%105)cc4)cc1,red,1578,517,677,NULL,NULL,NULL,NULL,0.18,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ICT,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
103,,103,COc1ccc(cc1)C(=C(c1ccccc1)c1ccc(cc1)-c1sc(c2N=S=Nc12)-c1ccc(cc1)C(=C(c1ccc(OC)cc1)c1ccc(OC)cc1)c1ccccc1)c1ccc(OC)cc1,blue,922.3,615,800,NULL,NULL,NULL,NULL,0.07,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ICT,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
104,,104,CCCCCCCCN1c2ccc(c3c4nsnc4c(c5ccc(N(c6ccccc6)c7ccccc7)cc5)cc3)cc2Sc8cc(c9ccc(c%10ccc(N(c%11ccccc%11)c%12ccccc%12)cc%10)c%13nsnc%139)ccc18,red,1065.4,495,662,NULL,NULL,NULL,NULL,0.26,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ICT,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
105,,105,c12nc(c3ccccc3)c(c4ccccc4)nc1c(c5ccc(N(c6ccccc6)c7c8ccccc8ccc7)cc5)c9nsnc9c2c%10ccc(N(c%11cccc%12ccccc%11%12)c%13ccccc%13)cc%10,blue,926.3,610,810,NULL,NULL,NULL,NULL,0.14,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ICT,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
106,,106,c1(/C(c2ccccc2)=C(c3ccccc3)/c4ccc(/C=C/c5ncccc5)cc4)ccccc1,NULL,435,NULL,488,488,488,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,neutral aromatic,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
107,,107,N#C/C(C#N)=C1C=C(C=Cc2ccc(N(c3ccc(c4ccc(/C(c5ccccc5)=C(c6ccccc6)/c7ccccc7)cc4)cc3)c8ccc(c9ccc(/C(c%10ccccc%10)=C(c%11ccccc%11)/c%12ccccc%12)cc9)cc8)cc2)OC(/C=C/c%13ccc(N(c%14ccc(c%15ccc(/C(c%16ccccc%16)=C(c%17ccccc%17)/c%18ccccc%18)cc%15)cc%14)c%19ccc(c%20ccc(/C(c%21ccccc%21)=C(c%22ccccc%22)/c%23ccccc%23)cc%20)cc%19)cc%13)=C\1,Yes,2003.8378,500,668,NULL,675,NULL,0.009,NULL,0.056,NULL,NULL,NULL,NULL,NULL,AIE,ICT,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
108,CSPP-NHS,108,C[N+](CC1)(C)CCN1c2ccc(/C=C(C#N)/c3ccc(c4cc[n+](CCCC(ON5C(CCC5=O)=O)=O)cc4)cc3)cc2,red,833.1,395,640,610,620,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ICT,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
109,CSMPP,109,CN(CC1)CCN1c2ccc(/C=C(C#N)/c3ccc(c4ccncc4)cc3)cc2,orange,380.2,395,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,ICT,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110,TPE-Py-NCS,110,S=C=NCCCC[n+]1ccc(/C=C/c2ccc(/C(c3ccccc3)=C(c4ccccc4)/c5ccccc5)cc2)cc1.F[P-](F)(F)(F)(F)F,yellow,694,397,638,NULL,598,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,neutral aromatic,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
111,,111,S=C(n1ccnc1)SCc2ccc(/C(c3ccccc3)=C(c4ccccc4)\c5ccccc5)cc2,yellow,488,310,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,neutral aromatic,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
112,,112,CCOC(SCc1ccc(/C(c2ccccc2)=C(c3ccccc3)\c4ccccc4)cc1)=S,yellow,466,310,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,neutral aromatic,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113,,113,S=C(SCCCCCCCCCCCC)SCc1ccc(/C(c2ccccc2)=C(c3ccccc3)\c4ccccc4)cc1,yellow,622,310,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,neutral aromatic,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
114,,114,S=C(n1c2ccccc2c3ccccc13)SCc4ccc(/C(c5ccccc5)=C(c6ccccc6)\c7ccccc7)cc4,yellow,587,310,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIE,neutral aromatic,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
