id,code,AggIndex,SMILES,reference,molecular_weight,emission_solid,emission_aggr,features_id,mechanism_id,doi
328,DTPA-BT-M,328,COc1ccc(N(c2ccc(OC)cc2)c3ccc(c4ccc(c5ccc(N(c6ccc(OC)cc6)c7ccc(OC)cc7)cc5)c8c4nsn8)cc3)cc1,"Mater. Chem. Front., 2021,5, 1872-1883",,,650,AIE,ICT,
329,TPE-DMAB,329,C[N+](C)(Cc1ccc(B(O)O)cc1)c2ccc(C(c3ccccc3)C(c4ccccc4)c5ccc([N+](C)(Cc6ccc(B(O)O)cc6)C)cc5)cc2,"Mater. Chem. Front., 2021,5, 1830-1835",,,,AIE,ICT,
330,TIOdB,330,CCC[n+]1c(c2ccccc2)c(c3ccccc3)c4ccc(/C(c5cc6c[n+](CCC)c(c7ccccc7)c(c8ccccc8)c6cc5)=C(c9ccc(OC)cc9)/c%10ccc(OC)cc%10)cc4c1,"Mater.Horiz.,2020,7,3005--3010",,,543,AIE,ICT,
331,CHE,331,COc1c(OC)c2c[n+](C)c3c4cc(OCO5)c5cc4ccc3c2cc1,"Mater. Horiz., 2020, 7, 2696--2701",,584,,AIE,ICT,
332,TPE-PTB,332,CC(C)(C)c1ccc(n2c3c4ccccc4c5ccccc5c3nc2c6sc(c7c8c(c(c9ccc(C(C(c%10ccccc%10)c%11ccccc%11)c%12ccccc%12)cc9)cc7)nsn8)cc6)cc1,"ACS Nano 2020, 14, 16840?16853 ",,,,AIE,ICT,
333,TNZ,333,c12c(cc3ccccc3c2c4ccc(N(c5ccccc5)c6ccccc6)cc4)nsn1,"J. Mater. Chem. C, 2020, 8, 14146--14154",,635,,AIE,ICT,
334,PyTNZ,334,c12c(c(c3ccc4ccc5cccc6c5c4c3cc6)c7ccccc7c2c8ccc(N(c9ccccc9)c%10ccccc%10)cc8)nsn1,"J. Mater. Chem. C, 2020, 8, 14146--14155",,657,,AIE,ICT,
335,PheTNZ,335,c12c(c(c3cc4ccccc4c5ccccc53)c6ccccc6c2c7ccc(N(c8ccccc8)c9ccccc9)cc7)nsn1,"J. Mater. Chem. C, 2020, 8, 14146--14156",,658,,AIE,ICT,
336,NpTNZ,336,c12c(c(c3cc4ccccc4cc3)c5ccccc5c2c6ccc(N(c7ccccc7)c8ccccc8)cc6)nsn1,"J. Mater. Chem. C, 2020, 8, 14146--14157",,656,,AIE,ICT,
337,DCQA,337,CCn1c2cc(/C=C/c3cc[n+](CCCC[N+](C)(C)C)c4ccccc34)ccc2c5ccc(N(c6ccccc6)c7ccccc7)cc51,"Mater. Horiz., 2021,8, 1816-1824",,,,AIE,ICT,
338,TPE-2BA,338,OB(O)c1ccc(/C(c2ccccc2)=C(c3ccccc3)/c4ccc(B(O)O)cc4)cc1,"Mater. Horiz., 2021,8, 1816-1824",,480,,AIE,neutral aromatic,
339,PTZ1,339,CCCN1c2ccccc2Sc2cc(\C=C(/C#N)c3nc4ccccc4s3)ccc12,"J. Mater. Chem. C, 2019, 7, 4185-4190",,650,672,AIE,ICT,
340,PTZ2,340,CCCN1c2ccccc2Sc2cc(\C=C(/C#N)c3nc4ccccc4o3)ccc12,"J. Mater. Chem. C, 2019, 7, 4185-4190",,655,671,AIE,ICT,
341,PTZ3,341,[H]n1c(nc2ccccc12)C(=C\c1ccc2N(CCC)c3ccccc3Sc2c1)\C#N,"J. Mater. Chem. C, 2019, 7, 4185-4190",,656,647,AIE,ICT,
342,PTZ4,342,CCCN1c2ccccc2Sc2cc(\C=C\C(=O)c3ccccc3O)ccc12,"J. Mater. Chem. C, 2019, 7, 4185-4190",,677,649,AIE,ICT,
343,PTZ5,343,CCCN1c2ccccc2Sc2cc(C=C(C#N)C#N)ccc12,"J. Mater. Chem. C, 2019, 7, 4185-4190",,660,674,AIE,ICT,
344,PTZ6,344,CCCN1c2ccccc2Sc2cc(\C=C(\C#N)C(=O)OCC)ccc12,"J. Mater. Chem. C, 2019, 7, 4185-4190",,620,646,AIE,ICT,
345,PTZ7,345,CCCN1c2ccccc2Sc2cc(C=C(C(O)=O)C(O)=O)ccc12,"J. Mater. Chem. C, 2019, 7, 4185-4190",,551,539,AIE,ICT,
346,PTZ8,346,CCCN1c2ccccc2Sc2cc(\C=C(\C#N)C(O)=O)ccc12,"J. Mater. Chem. C, 2019, 7, 4185-4190",,644,601,AIE,ICT,
347,PTZ9,347,CCCN1c2ccccc2Sc2cc(\C=C\C(=O)c3cccc(O)c3)ccc12,"J. Mater. Chem. C, 2019, 7, 4185-4190",,605,652,AIE,ICT,
348,PTZ10,348,CCCN1c2ccccc2Sc2cc(\C=C\C3=CC(CC(C)(C)C3)=C(C#N)C#N)ccc12,"J. Mater. Chem. C, 2019, 7, 4185-4190",,717,725,AIE,ICT,
349,PTZ11,349,CCCN1c2ccccc2Sc2cc(C=C3C(=O)c4ccccc4C3=O)ccc12,"J. Mater. Chem. C, 2019, 7, 4185-4190",,727,750,AIE,ICT,
350,bBTAE-Th,350,C(=C(c1nc2ccccc2s1)c1nc2ccccc2s1)c1cccs1,,,,468,AIE,ICT,
351,bBTAE-PhDMA,351,CN(C)c1ccc(C=C(c2nc3ccccc3s2)c2nc3ccccc3s2)cc1,,,589,538,AIE,ICT,
352,bBTAE-PhA,352,OC(=O)c1ccc(C=C(c2nc3ccccc3s2)c2nc3ccccc3s2)cc1,,,539,465,AIE,ICT,
353,bBTAE-Ph,353,C(=C(c1nc2ccccc2s1)c1nc2ccccc2s1)c1ccccc1,,,479,462,AIE,ICT,
354,bBTAE-PhM,354,Cc1ccc(C=C(c2nc3ccccc3s2)c2nc3ccccc3s2)cc1,,,479,425,AIE,ICT,
355,bBTAE-PhOM,355,COc1ccc(C=C(c2nc3ccccc3s2)c2nc3ccccc3s2)cc1,,,472,465,AIE,ICT,
356,bBTAE-NpOM,356,COc1ccc2cc(C=C(c3nc4ccccc4s3)c3nc4ccccc4s3)ccc2c1,,,486,467,AIE,ICT,
357,bBTAE-Pyr,357,C(=C(c1nc2ccccc2s1)c1nc2ccccc2s1)c1ccc2ccc3cccc4ccc1c2c34,,,581,530,AIE,ICT,
358,bBTAE-PTAB,358,CCCCN1c2ccccc2Sc2cc(C=C(c3nc4ccccc4s3)c3nc4ccccc4s3)ccc12,,,652,631,AIE,ICT,
359,bBTAE-BODIPYPh,359,Cc1cc(C)[n+]8c1=C(c2ccccc2)c7c(C)c(/C=C(c4nc3ccccc3s4)/c6nc5ccccc5s6)c(C)n7[B-]8(F)F,,,721,701,AIE,ICT,
1022,TPEAn,,C1(/C(C2=CC=CC=C2)=C(C3=CC=C(C4=C(C=CC=C5)C5=CC6=C4C=CC=C6)C=C3)\C7=CC=CC=C7)=CC=CC=C1,"Chem. Sci., 2011, 2, 672",508,,,AIE,other,10.1039/c0sc00521e
1023,TPEPa,,C1(/C(C2=CC=CC=C2)=C(C3=CC=C(C4=CC(C=CC=C5)=C5C6=C4C=CC=C6)C=C3)\C7=CC=CC=C7)=CC=CC=C1,"Chem. Sci., 2011, 2, 672",508,,,AIE,other,10.1039/c0sc00521e
1024,TPENp,,C1(/C(C2=CC=CC=C2)=C(C3=CC=C(C4=CC=CC5=C4C=CC=C5)C=C3)\C6=CC=CC=C6)=CC=CC=C1,"Chem. Sci., 2011, 2, 672",458,,,AIE,ESIPT,10.1039/c0sc00521e
1025,t-BPITBT-TPA,,CC(C)(C)C(C=C1)=CC=C1N2C(C3=CC=C(C4=CC=C(C5=CC=C(/C(C6=CC=CC=C6)=C(C7=CC=CC=C7)/C8=CC=CC=C8)C=C5)C9=NSN=C49)S3)=NC%10=C2C(C=CC=C%11)=C%11C%12=C%10C=CC=C%12,"J. Mater. Chem. C, 2018,6, 5900-5907",897,640,,AIE,TICT,10.1039/c8tc01612g
1026,TPECa,,C1(/C(C2=CC=CC=C2)=C(C3=CC=C(C4=NC=CC5=C4C=CC=C5)C=C3)\C6=CC=CC=C6)=CC=CC=C1,"Chem. Sci., 2011, 2, 672",459,,,AIE,other,10.1039/c0sc00521e
1027,TPEIq,,C1(/C(C2=CC=CC=C2)=C(C3=CC=C(N4C5=C(C=CC=C5)C6=C4C=CC=C6)C=C3)\C7=CC=CC=C7)=CC=CC=C1,"Chem. Sci., 2011, 2, 672",497,,,AIE,other,10.1039/c0sc00521e
1028,BTPETD,,C1(/C(C2=CC=C(C3=CC=C(C4=CC=C(C5=CC=C(/C(C6=CC=CC=C6)=C(C7=CC=CC=C7)\C8=CC=CC=C8)C=C5)C9=NSN=C94)S3)C=C2)=C(C%10=CC=CC=C%10)\C%11=CC=CC=C%11)=CC=CC=C1,"Chem. Commun., 2011, 47, 8847每8849",879,,,AIE,other,10.1039/c1cc12775f
1029,BTPETTD,,C1(/C(C2=CC=C(C3=CC=C(C4=CC=C(/C(C5=CC=CC=C5)=C(C6=CC=CC=C6)\C7=CC=CC=C7)C=C4)C8=NSN=C83)C=C2)=C(C9=CC=CC=C9)\C%10=CC=CC=C%10)=CC=CC=C1,"Chem. Commun., 2011, 47, 8847每8849",797,,,AIE,ESIPT,10.1039/c1cc12775f
1030,BTPEBTTD,,C1(/C(C2=CC=C(C3=CC=C(C4=CC=C(C5=CC=C(C6=CC=C(/C(C7=CC=CC=C7)=C(C8=CC=CC=C8)\C9=CC=CC=C9)C=C6)S5)C%10=NSN=C%104)S3)C=C2)=C(C%11=CC=CC=C%11)\C%12=CC=CC=C%12)=CC=CC=C1,"Chem. Commun., 2011, 47, 8847每8849",961,,,AIE,ESIPT,"Chem. Commun., 2011, 47, 8847每8849"
1032,BTPE,,C1(/C(C2=CC=C(C3=CC=C(/C(C4=CC=CC=C4)=C(C5=CC=CC=C5)\C6=CC=CC=C6)C=C3)C=C2)=C(C7=CC=CC=C7)\C8=CC=CC=C8)=CC=CC=C1,"Chem. Commun., 2010, 46, 686每688",662,,,AIE,ESIPT,10.1039/b915271g
1033,TTPEPy,,C1(/C(C2=CC=CC=C2)=C(C3=CC=C(C4=C(C=CC5=C6C(C=C7)=C(C8=CC=C(/C(C9=CC=CC=C9)=C(C%10=CC=CC=C%10)/C%11=CC=CC=C%11)C=C8)C=C5C(C=C%12)=CC=C%12/C(C%13=CC=CC=C%13)=C(C%14=CC=CC=C%14)\C%15=CC=CC=C%15)C6=C7C(C%16=CC=C(/C(C%17=CC=CC=C%17)=C(C%18=CC=CC=C%18)/C%19=CC=CC=C%19)C=C%16)=C4)C=C3)/C%20=CC=CC=C%20)=CC=CC=C1,"Chem. Commun., 2010, 46, 2221每2223",1523,,,AIE,ESIPT,10.1039/b921451h
1041,DPA1a,,ClC1=CC=CC=C1C2=C(C=CC=C3)C3=C(C4=CC=CC=C4)C5=C2C=CC=C5,"Asian J. Org. Chem. 2012, 1, 331每335",364.85,,,AIE,other,10.1002/ajoc.201200111
1043,DPA1b,,BrC1=CC=CC=C1C2=C(C=CC=C3)C3=C(C4=CC=CC=C4)C5=C2C=CC=C5,"Asian J. Org. Chem. 2012, 1, 331每335",409.31,,,AIE,other,10.1002/ajoc.201200111
1044,DPA2,,BrC1=CC2=C(C3=CC=CC=C3)C4=C(C(C5=CC=CC=C5)=C2C=C1)C=C(Br)C=C4,"Asian J. Org. Chem. 2012, 1, 331每335",488.2,,,AIE,other,10.1002/ajoc.201200111
1045,DPA3a,,ClC1=CC=C(Br)C=C1C2=C(C=CC(Br)=C3)C3=C(C4=CC=CC=C4)C5=C2C=CC=C5,"Asian J. Org. Chem. 2012, 1, 331每335",522.65,,,AIE,other,10.1002/ajoc.201200111
1046,DPA3b,,BrC1=CC=C(Br)C=C1C2=C(C=CC(Br)=C3)C3=C(C4=CC=CC=C4)C5=C2C=CC=C5,"Asian J. Org. Chem. 2012, 1, 331每335",567.11,,,AIE,other,10.1002/ajoc.201200111
1047,DPA3c,,IC1=CC=C(Br)C=C1C2=C(C=CC(Br)=C3)C3=C(C4=CC=CC=C4)C5=C2C=CC=C5,"Asian J. Org. Chem. 2012, 1, 331每335",614.1,,,AIE,other,10.1002/ajoc.201200111
1048,TPPE,,C(/C1=CC=C(C2=CC=C(/C(C3=CC=CC=C3)=C(C4=CC=CC=C4)/C5=CC=CC=C5)C=C2)C=C1)(C6=CC=C(C(C=C7)=CC=C7/C(C8=CC=CC=C8)=C(C9=CC=CC=C9)/C%10=CC=CC=C%10)C=C6)=C(C%11=CC=C(C(C=C%12)=CC=C%12/C(C%13=CC=CC=C%13)=C(C%14=CC=CC=C%14)\C%15=CC=CC=C%15)C=C%11)/C%16=CC=C(C(C=C%17)=CC=C%17/C(C%18=CC=CC=C%18)=C(C%19=CC=CC=C%19)\C%20=CC=CC=C%20)C=C%16,"Chem. Commun., 2013, 49, 594--596",1654,510,,AIE,other,10.1039/c2cc37928g
1049,TPE-4SF,,C(/C1=CC=C(C2=CC=C(C(C=CC=C3)=C3C45C6=CC=CC=C6C7=C5C=CC=C7)C4=C2)C=C1)(C8=CC=C(C9=CC=C(C(C=CC=C%10)=C%10C%11%12C%13=CC=CC=C%13C%14=C%12C=CC=C%14)C%11=C9)C=C8)=C(C%15=CC=C(C%16=CC=C(C(C=CC=C%17)=C%17C%18%19C%20=CC=CC=C%20C%21=C%19C=CC=C%21)C%18=C%16)C=C%15)/C%22=CC=C(C%23=CC=C(C(C=CC=C%24)=C%24C%25%26C%27=CC=CC=C%27C%28=C%26C=CC=C%28)C%25=C%23)C=C%22,"Chem. Commun., 2013, 49, 594--596",1590,521,,AIE,other,10.1039/c2cc37928g
1050,DPPM-DMAC,,O=C(C1=CC2=C(N=C(C(C=C3)=C(C4=C5)C=C3N(C6=CC=CC=C6C7(C)C)C8=C7C=CC=C8)C(C4=CC=C5N9C%10=CC=CC=C%10C(C)(C)C%11=C9C=CC=C%11)=N2)C=C1)C%12=CC=CC=C%12,"Adv. Sci. 2021, 2104435",798,,,AIE,ICT,10.1002/advs.202104435
1051,TPE-4TPA,,C(/C1=CC=C(C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)C=C1)(C5=CC=C(C(C=C6)=CC=C6N(C7=CC=CC=C7)C8=CC=CC=C8)C=C5)=C(C9=CC=C(C(C=C%10)=CC=C%10N(C%11=CC=CC=C%11)C%12=CC=CC=C%12)C=C9)/C%13=CC=C(C(C=C%14)=CC=C%14N(C%15=CC=CC=C%15)C%16=CC=CC=C%16)C=C%13,"Chem. Commun., 2013, 49, 594--596",1305,522,,AIE,other,10.1039/c2cc37928g
1052,DPPM-DPAC,,O=C(C1=CC2=C(N=C(C(C=C3)=C(C4=C5)C=C3N(C6=CC=CC=C6C7(C8=CC=CC=C8)C9=CC=CC=C9)C%10=C7C=CC=C%10)C(C4=CC=C5N%11C%12=CC=CC=C%12C(C%13=CC=CC=C%13)(C%14=CC=CC=C%14)C%15=C%11C=CC=C%15)=N2)C=C1)C%16=CC=CC=C%16,"Adv. Sci. 2021, 2104435",1046,,,AIE,ICT,10.1002/advs.202104435
1053,DPPM-SFAC,,O=C(C1=CC2=C(N=C(C(C=C3)=C(C4=C5)C=C3N(C6=CC=CC=C6C7(C8=CC=CC=C89)C%10=C9C=CC=C%10)C%11=C7C=CC=C%11)C(C4=CC=C5N%12C%13=CC=CC=C%13C(C%14=C%15C=CC=C%14)(C%16=CC=CC=C%16%15)C%17=C%12C=CC=C%17)=N2)C=C1)C%18=CC=CC=C%18,"Adv. Sci. 2021, 2104435",1042,,,AIE,ICT,10.1002/advs.202104435
1054,DPPM-SXAC,,O=C(C1=CC2=C(N=C(C(C=C3)=C(C4=C5)C=C3N(C6=CC=CC=C6C7(C8=CC=CC=C8O9)C%10=C9C=CC=C%10)C%11=C7C=CC=C%11)C(C4=CC=C5N%12C%13=CC=CC=C%13C(C%14=C%15C=CC=C%14)(C%16=CC=CC=C%16O%15)C%17=C%12C=CC=C%17)=N2)C=C1)C%18=CC=CC=C%18,"Adv. Sci. 2021, 2104435",1074,,,AIE,ICT,10.1002/advs.202104435
1055,DPPM-STAC,,O=C(C1=CC2=C(N=C(C(C=C3)=C(C4=C5)C=C3N(C6=CC=CC=C6C7(C8=CC=CC=C8S9)C%10=C9C=CC=C%10)C%11=C7C=CC=C%11)C(C4=CC=C5N%12C%13=CC=CC=C%13C(C%14=C%15C=CC=C%14)(C%16=CC=CC=C%16S%15)C%17=C%12C=CC=C%17)=N2)C=C1)C%18=CC=CC=C%18,"Adv. Sci. 2021, 2104435",1106,,,AIE,ICT,10.1002/advs.202104435
1056,(Z)-o-BBPTPE,,c1(c2ccccc2c(C3=CC=CC=C3)=C(C4=CC=CC=C4)c5ccccc5c6ccc(c7ccccc7)cc6)ccc(c8ccccc8)cc1,"Org. Lett. 2015, 17, 6174?6177",636,472,472,AIE,neutral aromatic,10.1021/acs.orglett.5b03152
1057,f-3Ph,,c1(c2ccc(c3ccccc3)cc2c(C4=CC=CC=C4)=C(C5=CC=CC=C5)c6cc(c7ccccc7)ccc6c8ccccc8)ccccc1,"Org. Lett. 2015, 17, 6174?6178",636,471,474,AIE,neutral aromatic,10.1021/acs.orglett.5b03152
1058,f-3Ph(Me),,Cc1ccc(c2c(C(C3=CC=CC=C3)=c(C4=CC=CC=C4)c5c(c6ccc(C)cc6)ccc(c7ccc(C)cc7)c5)cc(c8ccc(C)cc8)cc2)cc1,"Org. Lett. 2015, 17, 6174?6179",692,470,482,AIE,neutral aromatic,10.1021/acs.orglett.5b03152
1059,f-4Ph,,c1(c2ccc(c3ccccc3)cc2c(C4=CC=CC=C4)=C(C5=CC=CC=C5)c6cc(c7ccccc7)ccc6c8ccc(c9ccccc9)cc8)ccc(c%10ccccc%10)cc1,"Org. Lett. 2015, 17, 6174?6180",788,478,,AIE,neutral aromatic,10.1021/acs.orglett.5b03152
1060,f-4Ph(Me),,Cc1ccc(c2ccc(c3c(C(C4=CC=CC=C4)=c(C5=CC=CC=C5)c6c(c7ccc(c8ccc(C)cc8)cc7)ccc(c9ccc(C)cc9)c6)cc(c%10ccc(C)cc%10)cc3)cc2)cc1,"Org. Lett. 2015, 17, 6174?6181",844,478,,AIE,neutral aromatic,10.1021/acs.orglett.5b03152
1061,f-5Ph,,c1(c2ccc(c3ccc(c4ccccc4)cc3)cc2c(C5=CC=CC=C5)=C(C6=CC=CC=C6)c7cc(c8ccc(c9ccccc9)cc8)ccc7c%10ccc(c%11ccccc%11)cc%10)ccc(c%12ccccc%12)cc1,"Org. Lett. 2015, 17, 6174?6182",940,471,,AIE,neutral aromatic,10.1021/acs.orglett.5b03152
1062,f-5Ph(Me),,Cc1ccc(c2ccc(c3ccc(c4ccc(c5ccc(C)cc5)cc4)c(C(C6=CC=CC=C6)=c(C7=CC=CC=C7)c8c(c9ccc(c%10ccc(C)cc%10)cc9)ccc(c%11ccc(c%12ccc(C)cc%12)cc%11)c8)c3)cc2)cc1,"Org. Lett. 2015, 17, 6174?6183",996,470,,AIE,neutral aromatic,10.1021/acs.orglett.5b03152
1063,o-TPEPh,,c1(/C(c2ccccc2c3ccccc3)=C(c4ccccc4)\c5ccccc5)ccccc1,"Org. Chem. Front. 2016, 3, 1091每1095",408,466,466,AIE,neutral aromatic,10.1039/c6qo00204h
1064,o-2-TPENp,,c1(/C(c2ccccc2c3cc4ccccc4cc3)=C(c5ccccc5)\c6ccccc6)ccccc1,"Org. Chem. Front. 2016, 3, 1091每1095",458,467,468,AIE,neutral aromatic,10.1039/c6qo00204h
1065,o-TPEAn,,c1(cc2ccccc2c3c4c(/C(c5ccccc5)=C(c6ccccc6)\c7ccccc7)cccc4)c3cccc1,"Org. Chem. Front. 2016, 3, 1091每1095",508,501,504,AIE,neutral aromatic,10.1039/c6qo00204h
1066,o-TPEPa,,c1(/C(c2c(c3cc4c(c5c3cccc5)cccc4)cccc2)=C(c6ccccc6)/c7ccccc7)ccccc1,"Org. Chem. Front. 2016, 3, 1091每1095",508,472,473,AIE,neutral aromatic,10.1039/c6qo00204h
1067,o-TPEPy,,c1(/C(c2c(c3ccc4c5c3ccc6cccc(cc4)c56)cccc2)=C(c7ccccc7)/c8ccccc8)ccccc1,"Org. Chem. Front. 2016, 3, 1091每1095",532,484,490,AIE,neutral aromatic,10.1039/c6qo00204h
1068,f-TPEF,,CC(C1=C2C=CC=C1)(C)C3=C2C=CC(c4ccc(c5ccccc5c(C6=CC=CC=C6)=C(c7ccccc7c8ccc(C9=CC(C(C)(C)C%10=C%11C=CC=C%10)=C%11C=C9)cc8)C%12=CC=CC=C%12)cc4)=C3,"J. Mater. Chem. C 2017, 5, 12553每12560",868,460,473,AIE,neutral aromatic,10.1039/c7tc04626j
1069,f-TPEC,,C(c1c(c2ccc(C3=CC(C(C=CC=C4)=C4N5C6=CC=CC=C6)=C5C=C3)cc2)cccc1)(C7=CC=CC=C7)=c(C8=CC=CC=C8)c9c(c%10ccc(C%11=CC(C(C=CC=C%12)=C%12N%13C%14=CC=CC=C%14)=C%13C=C%11)cc%10)cccc9,"J. Mater. Chem. C 2017, 5, 12553每12560",966,468,472,AIE,neutral aromatic,10.1039/c7tc04626j
1070,f-TPEI,,C(c1ccccc1c2ccc(C(C=C3)=CC=C3C4=NC5=CC=CC=C5N4C6=CC=CC=C6)cc2)(C7=CC=CC=C7)=c(C8=CC=CC=C8)c9c(c%10ccc(C(C=C%11)=CC=C%11C%12=NC%13=CC=CC=C%13N%12C%14=CC=CC=C%14)cc%10)cccc9,"J. Mater. Chem. C 2017, 5, 12553每12560",1020,467,407,AIE,neutral aromatic,10.1039/c7tc04626j
1071,f-TPEB,,CC1=CC(C)=CC(C)=C1B(C2=C(C)C=C(C)C=C2C)C3=CC=C(C=C3)c4ccc(c5c(C(C6=CC=CC=C6)=c(C7=CC=CC=C7)c8c(c9ccc(C%10=CC=C(B(C%11=C(C)C=C(C)C=C%11C)C%12=C(C)C=C(C)C=C%12C)C=C%10)cc9)cccc8)cccc5)cc4,"J. Mater. Chem. C 2017, 5, 12553每12560",1133,468,469,AIE,neutral aromatic,10.1039/c7tc04626j
1072,l-TPEB,,CC1=CC(C)=CC(C)=C1B(C2=C(C)C=C(C)C=C2C)C3=CC=C(C=C3)C(C=C4)=CC=C4C(C=C5)=CC=C5/C(C6=CC=CC=C6)=C(C7=CC=C(C8=CC=C(C9=CC=C(B(C%10=C(C)C=C(C)C=C%10C)C%11=C(C)C=C(C)C=C%11C)C=C9)C=C8)C=C7)\C%12=CC=CC=C%12,"J. Mater. Chem. C 2017, 5, 12553每12560",1133,495,497,AIE,neutral aromatic,10.1039/c7tc04626j
1073,(TPE)2PF,,C12=C(C=C(C3=CC=C(/C(C4=CC=CC=C4)=C(C5=CC=CC=C5)/C6=CC=CC=C6)C=C3)C=C2)C(C7=CC=CC=C7)(C8=CC=CC=C8)C9=C1C=CC(C%10=CC=C(/C(C%11=CC=CC=C%11)=C(C%12=CC=CC=C%12)\C%13=CC=CC=C%13)C=C%10)=C9,Dyes Pigments 106 (2014) 87每93,978,491,498,AIE,neutral aromatic,10.1016/j.dyepig.2014.02.026
1074,TPE(PF)2,,C12=C(C=C(C3=CC=C(/C(C4=CC=CC=C4)=C(C5=CC=CC=C5)/C6=CC=C(C(C=C7)=CC8=C7C(C=CC=C9)=C9C8(C%10=CC=CC=C%10)C%11=CC=CC=C%11)C=C6)C=C3)C=C2)C(C%12=CC=CC=C%12)(C%13=CC=CC=C%13)C%14=C1C=CC=C%14,Dyes Pigments 106 (2014) 87每93,964,498,502,AIE,neutral aromatic,10.1016/j.dyepig.2014.02.026
1075,(TPE)2SF,,C12=C(C=C(C3=CC=C(/C(C4=CC=CC=C4)=C(C5=CC=CC=C5)/C6=CC=CC=C6)C=C3)C=C2)C7(C8=C(C=CC=C8)C9=C7C=CC=C9)C%10=C1C=CC(C%11=CC=C(/C(C%12=CC=CC=C%12)=C(C%13=CC=CC=C%13)\C%14=CC=CC=C%14)C=C%11)=C%10,Dyes Pigments 106 (2014) 87每93,976,495,496,AIE,neutral aromatic,10.1016/j.dyepig.2014.02.026
1076,TPE(SF)2,,C12=C(C=C(C3=CC=C(/C(C4=CC=CC=C4)=C(C5=CC=CC=C5)/C6=CC=C(C(C=C7)=CC8=C7C(C=CC=C9)=C9C8%10C%11=C(C=CC=C%11)C%12=C%10C=CC=C%12)C=C6)C=C3)C=C2)C%13(C%14=C(C=CC=C%14)C%15=C%13C=CC=C%15)C%16=C1C=CC=C%16,Dyes Pigments 106 (2014) 87每93,960,502,503,AIE,neutral aromatic,10.1016/j.dyepig.2014.02.026
1080,5-BTDMS,,C[Si]1(C)C(C2=CC(C=CS3)=C3C=C2)=C(C4=CC=CC=C4)C(C5=CC=CC=C5)=C1C6=CC=C(C=CS7)C7=C6,"Chem. Eur. J. 2015, 21, 8137 每 8147",526,494,,AIE,ESIPT,10.1002/chem.201500002
1081,2-BTDMS,,C1=CC=CC=C1,"Chem. Eur. J. 2015, 21, 8137 每 8147",588,541,,AIE,other,10.1002/chem.201500002
1082,5-BTMPS,,C[Si]1(C2=CC=CC=C2)C(C3C=C4C(C=CC=C4)S3)=C(C5=CC=CC=C5)C(C6=CC=CC=C6)=C1C7SC8C(C=CC=C8)=C7,"Chem. Eur. J. 2015, 21, 8137 每 8147",530,502,,AIE,other,10.1002/chem.201500002
1083,2-BTMPS,,C[Si]1(C2=CC=CC=C2)C(C3C=C4C(C=CC=C4)S3)=C(C5=CC=CC=C5)C(C6=CC=CC=C6)=C1C7SC8C(C=CC=C8)=C7,"Chem. Eur. J. 2015, 21, 8137 每 8147",592,552,,AIE,other,10.1002/chem.201500002
1084,(PBI)2DMTPS,,C[Si]1(C)C(C2=CC=C(C3[N](C4=CC=CC=C4)=C5C(C=CC=C5)=N3)C=C2)=C(C6=CC=CC=C6)C(C7=CC=CC=C7)=C1C8=CC=C(C9N=C%10C(C=CC=C%10)=[N]9C%11=CC=CC=C%11)C=C8,"J. Mater. Chem. C, 2018, 6, 3690--3698",801,521,,AIE,other,10.1039/c7tc05062c
1085,(PBI)2MPPS,,C[Si]1(C2=CC=CC=C2)C(C3=CC=C(C4[N](C5=CC=CC=C5)=C6C(C=CC=C6)=N4)C=C3)=C(C7=CC=CC=C7)C(C8=CC=CC=C8)=C1C9=CC=C(C%10N=C%11C(C=CC=C%11)=[N]%10C%12=CC=CC=C%12)C=C9,"J. Mater. Chem. C, 2018, 6, 3690--3698",863,523,,AIE,ESIPT,10.1039/d1qm00880c
1086,(PPI)2DMTPS,,C[Si]1(C)C(C2=CC=C(C3[N](C4=CC=CC=C4)=C5C(C(C=CC=C6)=C6C7=C5C=CC=C7)=N3)C=C2)=C(C8=CC=CC=C8)C(C9=CC=CC=C9)=C1C%10=CC=C(C%11N=C%12C(C(C=CC=C%13)=C%13C%14=C%12C=CC=C%14)=[N]%11C%15=CC=CC=C%15)C=C%10,"J. Mater. Chem. C, 2018, 6, 3690--3698",1001,534,,AIE,ESIPT,10.1039/d1qm00880c
1088,(PPI)2MPPS,,C[Si]1(C2=CC=CC=C2)C(C3=CC=C(C4[N](C5=CC=CC=C5)=C6C(C(C=CC=C7)=C7C8=C6C=CC=C8)=N4)C=C3)=C(C9=CC=CC=C9)C(C%10=CC=CC=C%10)=C1C%11=CC=C(C%12N=C%13C(C(C=CC=C%14)=C%14C%15=C%13C=CC=C%15)=[N]%12C%16=CC=CC=C%16)C=C%11,"J. Mater. Chem. C, 2018, 6, 3690--3698",1063,536,,AIE,other,10.1039/c7tc05062c
1091,(Z)-o-BCaPTPE,,C1(/C(C2=CC=CC=C2C3=CC=C(N4C(C=CC=C5)=C5C6=C4C=CC=C6)C=C3)=C(C7=C(C8=CC=C(N9C(C=CC=C%10)=C%10C%11=C9C=CC=C%11)C=C8)C=CC=C7)\C%12=CC=CC=C%12)=CC=CC=C1,"Adv.Mater.2011, 23, 5430每5435",814.33,477,,AIE,ICT, 10.1002/adma.201102804 
